book_id,book_title,category_id,author,book_copies,book_pub,publisher_name,isbn,copyright_year,date_receive,date_added,status,class,pages,p_price,nbook_issued,nlost,ndamage,bill_date
192,Nutan Saral Hindi Mala-III,,Shri Ram Bhatt,,,Goel Brothers Prakashan,,1991,,,,891.431,90,20,,,,20-09-1993
193,Nayi Kiran-I,,Shashi Kumar Sharma,,,Frank Brothers & Company,,1988,,,,891.431,62,10,,,,20-09-1993
194,Baal Bharti-V,,Brij Mohan Prabhakar,,,"Inter University Press,Shakti Nagar,Delhi",,1987,,,,891.431,100,6.5,,,,20-09-1993
195,Baal Bharti-VI,,Brij Mohan Prabhakar,,,"Inter University Press,Shakti Nagar,Delhi",,1985,,,,891.431,95,7,,,,20-09-1993
196,Baal Bharti-VII,,Brij Mohan Prabhakar,,,"Inter University Press,Shakti Nagar,Delhi",,1985,,,,891.431,112,7,,,,20-09-1993
197,Baal Bharti-VIII,,Brij Mohan Prabhakar,,,"Inter University Press,Shakti Nagar,Delhi",,1990,,,,891.431,116,8,,,,20-09-1993
198,Baal Bharti-VIII,,Brij Mohan Prabhakar,,,"Inter University Press,Shakti Nagar,Delhi",,1985,,,,891.431,116,7,,,,20-09-1993
199,Baal Bharti-II,,Brij Mohan Prabhakar,,,"Inter University Press,Shakti Nagar,Delhi",,1985,,,,891.431,80,5,,,,20-09-1993
200,Subodh Bharti-III,,Amba Shankar Nagar,,,"S.Chand & Co. ,Darya Ganj,Delhi",,1988,,,,891.431,167,8,,,,20-09-1993
201,Subodh Bharti-VI,,Amba Shankar Nagar,,,"S.Chand & Co. ,Asaf Ali Road,Delhi",,1988,,,,891.431,226,11,,,,20-09-1993
202,Shobhna-II,,Smt. Kanta Chandra,,,"Schemco Enterprises,Model Basti,New Delhi",,1991,,,,891.431,80,11,,,,20-09-1993
203,Gyaan Sarita,,T.D. Anand,,,"Hemkund Press Area,New Delhi",,1988,,,,891.431,192,9.5,,,,20-09-1993
204,Subodh Bharti-VIII,,Amba Shankar Nagar,,,"S.Chand & Company Pvt. Ltd.,New delhi",,1987,,,,891.431,245,11,,,,20-09-1993
205,Shobhna-III,,Smt. Kanta Chandra,,,"Schemco Enterprises,Model Basti,New Delhi",,1990,,,,891.431,112,13,,,,20-09-1993
206,Shobhna-IV,,Pramod Randev,,,"Schemco Enterprises,Model Basti,New Delhi",,1991,,,,891.431,126,14,,,,20-09-1993
207,Subodh Bharti-I,,Amba Shankar Nagar,,,"S.Chand & Company,Ram Nagar,Delhi",,1987,,,,891.431,109,6,,,,20-09-1993
208,Mahakte Phool-V,,Kamal Ahluwalia,,,"Frank Brothers & Co.,Darya Ganj,Delhi",,1989,,,,891.431,72,7,,,,20-09-1993
209,Subodh Bharti-VIII,,Amba Shankar Nagar,,,"S.Chand & Co. ,Ram Nagar,Delhi",,1988,,,,891.431,245,11,,,,20-09-1993
210,Baal Jyoti-III,,Krishan Chand Bhardwaj,,,"Pitamber Publication Company,Karol Bagh,Delhi",,1987,,,,891.431,160,9,,,,20-09-1993
211,Baal Jyoti-VII,,Krishan Dutt Bhardwaj,,,"Pitamber Publication Company,Karol Bagh,Delhi",,1986,,,,891.431,199,9.5,,,,20-09-1993
212,Baal Jyoti-VI,,Krishan Dutt Bhardwaj,,,"Pitamber Publication Company,Karol Bagh,Delhi",,1983,,,,891.431,173,7.5,,,,20-09-1993
213,Baal Jyoti-VIII,,Krishan Dutt Bhardwaj,,,"Pitamber Publication Company,Karol Bagh,Delhi",,1971,,,,891.431,198,9.5,,,,20-09-1993
214,Aao Sanskrit Seekhen-I,,Satya Naryan Shastri,,,"Arya Book Depot.,Karol Bagh,Delhi",,1989,,,,891.242,56,4.5,,,,20-09-1993
215,Saraswati Sanskrit Vyakran-I,,Dr. Vidhya Bhushan Mishr,,,"Saraswati House Pvt. Ltd.,Delhi",,,,,,891.242,208,15,,,,20-09-1993
216,Saraswati Sanskrit Vyakran-II,,Dr. Vidhya Bhushan Mishr,,,"Saraswati House Pvt. Ltd.,Delhi",,,,,,891.242,168,15,,,,20-09-1993
217,Sanskrit Vyakran-9,,Smt. Mamta Sharma,,,Jyoti Prakashan Delhi,,,,,,891.242,160,20.5,,,,20-09-1993
218,Saraswati Sanskrit Vyankran-I,,Pushp Lal Sharma,,,Saraswati House Delhi,,1990,,,,891.242,71,6,,,,20-09-1993
219,Jyoti Sanskrit Vyakran-10,,L.C. Jain,,,Jyoti Prakashan Delhi,,,,,,891.242,175,20.5,,,,20-09-1993
220,Sanskrit Gyaan-Jyoti,,Laxmi Narayan Shastri,,,"Arya Book Depot.,Karol Bagh,Delhi",,1988,,,,891.242,96,6,,,,20-09-1993
221,Sanskrit Bodh Mala-III,,Dr. Suvalal Upadhyay,,,"Frank Brothers & Co.,Darya Ganj,Delhi",,1990,,,,891.242,126,11.9,,,,20-09-1993
222,Sanskrit Vyakran-III,,Pushplata Sharma,,,Saraswati House Delhi,,1990,,,,891.242,112,10,,,,20-09-1993
223,Sanskrit Gyaan-Jyoti,,Laxmi Narayan Shastri,,,"Arya Book Depot.,Karol Bagh,Delhi",,1982,,,,891.242,144,6,,,,20-09-1993
224,Sanskrit Vyakran and Rachna,,Kali Charan Tiwari,,,"Best Book Publishing,Patel Nagar,Delhi",,1988,,,,891.242,192,13,,,,20-09-1993
225,Sanskrit Vyakran-III,,Pushplata Sharma,,,"Saraswati House,Delhi",,1990,,,,891.242,112,10,,,,20-09-1993
226,Sanskrit bodh Mala-I,,Dr. Suvalal Upadhyay,,,"Frank Brothers & Co.,Delhi",,1990,,,,891.2,72,8.9,,,,20-09-1993
227,Nav Sanskrit Rachna Anuvaad,,Publisher,,,"Arya Book Depot.,Karol Bagh,Delhi",,1990,,,,891.243,158,7,,,,20-09-1993
228,Madhymik Vyakran aivam Rachna,,HarishChandra,,,"S.Chand & Company,Asaf Ali Road,Delhi",,1989,,,,891.243,208,17,,,,20-09-1993
229,Vyakran Bharti-II,,Kamal Satyarthi,,,"Best Book Publishing House,Delhi",,,,,,891.425,88,10.5,,,,20-09-1993
230,Vyakran Bharti-I,,Kamal Satyarthi,,,"Best Book Publishing House,Delhi",,,,,,891.425,56,8.5,,,,20-09-1993
231,Soni Baal Vyakran-I,,Dr. Manohar Lal,,,"Soni Publication,Karol Bagh,Delhi",,,,,,891.425,96,10.5,,,,20-09-1993
232,Hindi Vyakran aivam Rachna-I,,Smt. Raman Mittal,,,"Frank Brothers & Co.,Darya Ganj,Delhi",,1983,,,,891.425,67,8.25,,,,20-09-1993
233,Sachitra Hindi Vyakran-VI,,Vineet,,,"Holy Faith International,Bahadur Shah Zafar Marg,Delhi",,,,,,891.425,227,18.75,,,,20-09-1993
234,Anupam Hindi Vyakran aur Rachna-V,,Shyam Chandra Kapoor,,,"Pitamber Publication Company,Karol Bagh,Delhi",,1988,,,,891.425,128,10,,,,20-09-1993
235,Scholar Hindi Vyakran-2,,Ved Prakash Gautam,,,"Scholar Publishing House,Model Basti,New delhi",,1986,,,,891.425,104,8,,,,20-09-1993
236,Saral Sachitra Hindi Vyakran aur Rachna,,Kamal Satyarthi,,,"Best Book Publishing House,Patel Nagar,Delhi",,1989,,,,891.425,96,8.5,,,,20-09-1993
237,Sachitra Hindi Vyakran aur Rachna,,Ram Krishan Sharma,,,"Pitamber Publication House,Karol Bagh,Delhi",,1988,,,,891.425,200,14,,,,20-09-1993
238,Preeti Hindi Vyakran aur Rachna,,Vineet,,,"Shri Ram Brothers & Company,Naveen Shahdara,Delhi",,,,,,891.425,56,7.5,,,,20-09-1993
239,Jyoti Baal Hindi Vyakran aur Rachna-2,,Smt. Satya Bhardwaj,,,"Jyoti Prakashan,Maujpur Delhi",,1994,,,,891.425,196,26.5,,,,20-09-1993
240,Saraswati Sachitra Hindi Vyakran-3,,R.P. Vishwvendu,,,"Saraswati House Pvt. Ltd.,Chawri Bazar,Delhi",,,,,,891.425,256,24,,,,20-09-1993
241,Scholar Hindi Vyakran-I,,Ved Prakash Gautam,,,"Scholar Publishing House,Model Basti,New delhi",,1986,,,,891.425,56,5,,,,20-09-1993
242,Scholar Hindi Vyakran-2,,Ved Prakash Gautam,,,"Scholar Publishing House,Model Basti,New delhi",,1990,,,,891.425,104,10.5,,,,20-09-1993
243,Saraswati Sachitra Hindi Vyakran-3,,R.P. Vishwvendu,,,"Saraswati House Pvt. Ltd.,Delhi",,,,,,891.425,208,20,,,,20-09-1993
244,Saraswati Sachitra Hindi Vyakran-3,,R.P. Vishwvendu,,,"Saraswati House Pvt. Ltd.,Delhi",,,,,,891.425,208,16,,,,20-09-1993
245,Madhymik Hindi Vyakran,,Dr. Krishan Gopal Rastogi,,,"Frank Brothers & Co.,Darya Ganj,Delhi",,1985,,,,891.425,208,15,,,,20-09-1993
246,Sachitra Hindi Vyakran part-1,,R.P. Vishwvendu,,,"Saraswati House Pvt. Ltd.,Chawri Bazar,Delhi",,,,,,891.425,188,18,,,,20-09-1993
247,Sachitra Hindi Vyakran aivam Rachna-IV,,Smt. Kamla,,,"Arti Prakashan Lajpat Nagar,Delhi",,,,,,891.425,142,15,,,,20-09-1993
248,Jyoti Baal Hindi Vyakran aur Rachna,,Smt. Satya Bhardwaj,,,"Jyoti Prakashan,Vijay Park Delhi",,,,,,891.425,180,22.5,,,,20-09-1993
249,Sachitra Hindi Vyakran-3,,Vineet,,,"Holy Faith International,Bahadur Shah Zafar Marg,Delhi",,,,,,891.425,105,8.5,,,,20-09-1993
250,Preeti Hindi Vyakran aur Rachna-I,,Vineet,,,"Shri Ram Brothers & Company,Darya Ganj,Delhi",,,,,,891.425,72,8.5,,,,20-09-1993
251,Sachitra Hindi Vyakran-2,,Vineet,,,Holy Faith International,,,,,,891.2425,90,8.5,,,,20-09-1993
252,Anupam Hindi Vyakran aur Rachna-2,,Shyam Chandra Kapoor,,,"Pitamber Publishing Company,Karol Bagh,Delhi",,1989,,,,891.2425,104,8,,,,20-09-1993
253,Deepak Vyakran Rachna-3,,Sunita Sharma,,,"Navin Prakashan,Gaziabad",,,,,,891.2425,55,3,,,,20-09-1993
254,Sachitra Vyakran Bodh aur Rachna,,Smt. Saroj Bhargava,,,"Arya Publishing House,Karol Bagh,Delhi",,1988,,,,891.2425,240,9.8,,,,20-09-1993
255,Sachitra Hindi Vyakran aivam Rachna,,Smt. Kamla Gaur,,,"Arti Prakashan Lajpat Nagar,Delhi",,,,,,891.2425,64,8.5,,,,20-09-1993
256,Sachitra Hindi Vyakran aur Rachna,,Kamal Satyarthi,,,"Best Book Publishing House,Delhi",,,,,,891.2425,96,7.5,,,,20-09-1993
257,Sumit Hindi Vyakran aur Rachna,,Smt. Satya Bhardwaj,,,"Jyoti Prakashan,Maujpur Delhi",,,,,,891.2425,48,7.5,,,,20-09-1993
258,Sumit Hindi Vyakran aur Rachna-I,,Smt. Satya Bhardwaj,,,"Jyoti Prakashan,Maujpur Delhi",,,,,,891.2425,48,7.5,,,,20-09-1993
259,Sumit Hindi Vyakran aur Rachna-II,,Smt. Satya Bhardwaj,,,"Jyoti Prakashan,Maujpur Delhi",,,,,,891.2425,56,8.5,,,,20-09-1993
260,Sumit Hindi Vyakran aur Rachna-III,,Smt. Satya Bhardwaj,,,"Jyoti Prakashan,Maujpur Delhi",,,,,,891.2425,84,10.5,,,,20-09-1993
261,Anupam Hindi Vyakran aur Rachna-2,,Vimal Kumari,,,"Pitamber Publishing Company,Karol Bagh,Delhi",,1987,,,,891.2425,101,6,,,,20-09-1993
262,Anupam Hindi Vyakran aur Rachna-1,,Vimal Kumari,,,"Pitamber Publishing Company,Karol Bagh,Delhi",,1987,,,,510,100,5,,,,20-09-1993
263,Composite Mathematics 6,,V.K. Verma,,,"Frank Brothers & Comapany,Chandni Chowk,Delhi",,1988,,,,510,263,27.5,,,,20-09-1993
264,A New Approach to Composite Mathematics-3,,New Ed. Policy,,,"Pearl Publishing House,Dev Nagar,Delhi",,1988,,,,510,192,14,,,,20-09-1993
265,Mathematics for the Middles,,S.K. Gupta,,,"S.Chand & Company,Ram Nagar,New Delhi",,1985,,,,510,243,15,,,,20-09-1993
266,Countdilin-I,,Shamlu Dudeja,,,"Oxford University Press,Delhi",,1990,,,,510,176,26,,,,20-09-1993
267,Composite Maths for Middle School,,R.G. Gupta,,,"Arya Book Depot,Karol Bagh,Delhi",,1991,,,,510,251,26,,,,20-09-1993
268,Composite Maths for Pri. School,,R.G. Gupta,,,"Arya Book Depot,Karol Bagh,Delhi",,1991,,,,510,216,21,,,,20-09-1993
269,Mental Maths and Workbooks,,S.K. Malhotra,,,Ratna Sagar Pvt. Ltd. Delhi,,1990,,,,510,88,12.9,,,,20-09-1993
270,Exercise in Mental Arithmatics,,S.K. Malhotra,,,"Frank Brothers & Co.,Chandni Chowk,Delhi",,1986,,,,510,107,7.25,,,,20-09-1993
271,The Hounds of the Baskervilles,,Sir Arthur Conan Doyle,,,"The Student Stores,Delhi",,1990,,,,491.433,126,15,,,,20-09-1993
272,The Three Musketeers,,Alexdenra Dumos,,,"Orient Longman Ltd.,Delhi",,1986,,,,491.433,108,7,,,,20-09-1993
273,Dr. Jekyll and Mr. Hyde,,R.L. Stevenson,,,"The Student Stores,Kashmere Gate,Delhi",,1989,,,,491.433,94,9,,,,20-09-1993
274,Far from the Madding Crowd,,Thomas Hardy,,,"Orient Longman Ltd.,Hydrabad",,1984,,,,491.433,114,8.8,,,,20-09-1993
275,Emma,,Jane Austen,,,"S.Chand & Company,Ram Nagar,Delhi",,,,,,491.433,146,7.5,,,,20-09-1993
276,Great Stories in Easy English,,Mary Lamb,,,"Sultan Chand & Company,Ram Nagar,Delhi",,,,,,491.433,125,6,,,,08-03-1994
277,Tom Sawyer,,John Kennett,,,"Sultan Chand & Company,Ram Nagar,Delhi",,1988,,,,491.433,96,6,,,,08-03-1994
278,The Gorilla Hunters,,John Kennett,,,"Sultan Chand & Company,Ram Nagar,Delhi",,1987,,,,491.433,134,10,,,,08-03-1994
279,King Solomons Mines,,John Kennett,,,"Sultan Chand & Company,Ram Nagar,Delhi",,1987,,,,491.433,164,7.5,,,,08-03-1994
280,Treasure Island,,R.L. Stevenson,,,"The Student Stores,Delhi",,1990,,,,491.433,143,15,,,,08-03-1994
281,Little Woman,,Louisa Malcott,,,"The Student Stores,Delhi",,1990,,,,491.433,67,8,,,,08-03-1994
282,Three Short Stories in Cricket,,Ruskin Bond,,,"The Student Stores,Delhi",,1990,,,,491.433,53,8,,,,08-03-1994
283,Six Tales from Shekespeare,,E.F. Dodd,,,"S.G. Wasani for Macmallan India,Madras",,1993,,,,491.433,101,6.5,,,,08-03-1994
284,Stories from East and West,,R.L. Bhatia,,,"Arya Book Depot,Karol Bagh,Delhi",,1989,,,,491.433,120,7.5,,,,08-03-1994
285,Stories from East and West,,R.L. Bhatia,,,"Arya Book Depot,Karol Bagh,Delhi",,1989,,,,491.433,96,7,,,,08-03-1994
286,Lamba Tales from Shekespeare,,Shekespeare,,,"Orient Longman Ltd.,Madras",,1987,,,,491.433,124,10,,,,08-03-1994
287,Kidnapped,,R.L. Stevenson,,,"S.Chand & Company Pvt. Ltd.,Ram Nagar,Delhi",,,,,,491.433,110,6,,,,08-03-1994
288,Oliver Twist,,Charles Dickens,,,"S.Chand & Company Pvt. Ltd.,Ram Nagar,Delhi",,,,,,491.433,108,6,,,,08-03-1994
289,The Hidden Pool,,Ruskin Bond,,,"The Student Stores,Delhi",,1987,,,,491.433,70,8,,,,08-03-1994
290,The Prisoner of Zenda,,Anthony Hope,,,"Sultan Chand & Company Pvt. Ltd.,Delhi",,,,,,491.433,100,10,,,,08-03-1994
291,Treasure Island,,R.L. Stevenson,,,"Sultan Chand & Company Pvt. Ltd.,Delhi",,,,,,491.433,123,10,,,,08-03-1994
292,A Tale of Two Cities,,Charles Dickens,,,"Orient Longman Ltd.,Asaf Ali Road,Delhi",,1989,,,,491.433,101,8,,,,08-03-1994
293,Tales from Shekespeare,,Mary Lamb,,,"Sultan Chand & Company,Ram Nagar,Delhi",,,,,,491.433,125,6,,,,08-03-1994
294,Round the World in 80 days,,Jules Verne,,,"Sultan Chand & Company,Ram Nagar,Delhi",,,,,,491.433,138,6,,,,08-03-1994
295,Second Book of Fables,,Mary Joseph,,,"Sultan Chand & Company,Ram Nagar,Delhi",,,,,,491.433,47,15,,,,08-03-1994
296,Oliver Twist,,Charles Dickens,,,"Sultan Chand & Company,Ram Nagar,Delhi",,,,,,491.433,100,10,,,,08-03-1994
297,The Adventure of Tom Sawyer,,Mark Twain,,,"Sultan Chand & Company,Ram Nagar,Delhi",,,,,,491.433,101,10,,,,08-03-1994
298,The Detective Stories,,Nicolas Bentley,,,"Sultan Chand & Company,Ram Nagar,Delhi",,,,,,491.433,124,6,,,,08-03-1994
299,Cops and ROBOT,,Norman Redfern,,,"International Book,London",,1991,,,,491.433,30,35,,,,08-03-1994
300,The Phantom of the Precinct,,Norman Redfern,,,Buzz Books,,1991,,,,491.433,27,25,,,,08-03-1994
301,Barney's Happy Christmas,,Barney,,,"Buzz Book Michelin House,London",,,,,,491.433,26,10,,,,08-03-1994
302,Broomstick Bunny,,Norman Redfern,,,"Buzz Book Michelin House,London",,1990,,,,491.433,29,10,,,,08-03-1994
303,Alibaba Bunny,,Norman Redfern,,,"Buzz Book Michelin House,London",,1990,,,,491.433,29,10,,,,08-03-1994
304,Knighty Knight Buggs,,Norman Redfern,,,"Buzz Book Michelin House,London",,1990,,,,491.433,29,10,,,,08-03-1994
305,The Snail's Tales,,Elizabeth Laird,,,"Buzz Book Michelin House,London",,1990,,,,491.433,29,10,,,,08-03-1994
306,Desert Island Ducks,,Elizabeth Laird,,,"Buzz Book Michelin House,London",,1991,,,,491.433,29,10,,,,08-03-1994
307,Barney's Happy Christmas,,Mary Risk,,,"Buzz Book Michelin House,London",,1991,,,,491.433,29,15,,,,08-03-1994
308,Mutiny on the Bunny,,Norman Redfern,,,"Buzz Book Michelin House,London",,1990,,,,491.433,29,15,,,,08-03-1994
309,Highland Flying,,Elizabeth Laird,,,"Buzz Book Michelin House,London",,1990,,,,491.433,29,10,,,,08-03-1994
310,Safe Breakers,,Dave Morris,,,"Buzz Book Michelin House,London",,1991,,,,491.433,29,10,,,,08-03-1994
311,Hijack,,Dave Morris,,,"Buzz Book Michelin House,London",,1990,,,,491.433,28,10,,,,08-03-1994
312,Ring-A-Ding,,Helen Lyod,,,"Buzz Book Michelin House,London",,1990,,,,491.433,29,10,,,,08-03-1994
313,"The Good,The Bad Bogus",,Norman Redfern,,,"Buzz Book Michelin House,London",,1991,,,,491.433,29,10,,,,08-03-1994
314,The thing from the Outer Space,,Caryn Jenner,,,"Buzz Book Michelin House,London",,1991,,,,491.433,29,10,,,,08-03-1994
315,Elory and the Space Bandit,,Caryn Jenner,,,"Buzz Book Michelin House,London",,1991,,,,491.433,29,10,,,,08-03-1994
316,Run A ground,,Foina Hardwick,,,"Buzz Book Michelin House,London",,1991,,,,491.433,29,10,,,,08-03-1994
317,Nothing to Declare,,Foina Hardwick,,,"Buzz Book Michelin House,London",,1990,,,,491.433,29,10,,,,08-03-1994
318,Midnight Feast,,Gremlins,,,"Buzz Book Michelin House,London",,1990,,,,491.433,29,10,,,,08-03-1994
319,Road Block,,Dave Morris,,,"Buzz Book Michelin House,London",,1990,,,,491.433,29,10,,,,08-03-1994
320,Snow Bound,,Dave Morris,,,"Buzz Book Michelin House,London",,1990,,,,491.433,29,10,,,,08-03-1994
321,The Big Drip,,Elizabeth Laird,,,"Buzz Book Michelin House,London",,1990,,,,491.433,29,10,,,,08-03-1994
322,Rockin Round the Galary,,Caryn Jenner,,,"Buzz Book Michelin House,London",,1991,,,,491.433,29,10,,,,08-03-1994
323,Police Academy Blues,,Norman Redfern,,,"Buzz Book Michelin House,London",,1991,,,,491.433,29,10,,,,08-03-1994
324,Pride and Prejudice,,Jane Austen,,,"S.Chand & Company,Ram Nagar,Delhi",,,,,,491.433,148,10,,,,08-03-1994
325,The four Blind man,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,46,15,,,,08-03-1994
326,How a bird Saved the Villagers,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
327,First Book of Fables,,Mary Joseph,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
328,The Man in the Well,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
329,The Clever Friends,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
330,The Story of the Twins,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
331,Punch & Judy book,,Ron Maris,,,"Great Britain,London",,1984,,,,491.433,51,15,,,,08-03-1994
332,The Foolish King,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
333,The Faithful Dog,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
334,The land of Gold and Pearls,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
335,The Miser & the Needle,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
336,The Lucky Prince,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
337,The Prince with Six Toes,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
338,The Magic Cup,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
339,For the Fun of it,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
340,The Naughty Helper,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
341,The Gift of God,,Bibi Bero,,,"Learning Press,Delhi",,1993,,,,491.433,48,15,,,,08-03-1994
342,Beauty and the Beast,,Teddy Slater,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,,,,,491.433,24,14,,,,08-03-1994
343,Mother Magic,,Susan Hills,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,1986,,,,491.433,26,15,,,,08-03-1994
344,101 Dalminations,,Dodie Smith,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,,,,,491.433,24,12,,,,08-03-1994
345,Hansel and Gretel,,Brothers Grimm,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,1986,,,,491.433,32,25,,,,08-03-1994
346,Lady and the Tramp,,Warel Greene,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,1989,,,,491.433,24,12,,,,08-03-1994
347,After Dark,,Louis Baun,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,1984,,,,491.433,32,35,,,,08-03-1994
348,Hiding Beast,,John Richardson,,,"Little Mammoth Michelin House,London",,1990,,,,491.433,30,35,,,,08-03-1994
349,Prince & Pauper,,Fran Manuskin,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,,,,,491.433,24,14,,,,08-03-1994
350,Pinocchio,,Eugene Bradley,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,,,,,491.433,24,12,,,,08-03-1994
351,Donald Duck,,Waly Disneys,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,,,,,491.433,24,14,,,,08-03-1994
352,Florence & Eric Take the Cake,,Jocelyn Wild,,,"Michelin House,London",,1990,,,,491.433,20,20.5,,,,08-03-1994
353,I want to see the Moon,,Louis Baun,,,"Michelin House,London",,1984,,,,491.433,28,25,,,,08-03-1994
354,Sleeping Beauty,,Ron Dias,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,,,,,491.433,24,14,,,,08-03-1994
355,Snow White,,Waly Disneys,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,,,,,491.433,24,12,,,,08-03-1994
356,Pig Pig and the Magic Photo Album,,David Mephail,,,Great Britain William House Ltd.,,1989,,,,491.433,22,25.5,,,,08-03-1994
357,Dumbo,,Teddy Slater,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,,,,,491.433,24,12,,,,08-03-1994
358,Mickey Mouse & Goofy,,Walt Disney,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,,,,,491.433,24,12,,,,08-03-1994
359,Peter Pan,,Eugene Bradley,,,"UBS Publishers Dist. LTD,Ansari Road,Delhi Dist. LTD,Ansari Road,Delhi",,,,,,491.433,24,12,,,,08-03-1994
360,Tales from Indian Classic,,N.K. Aggarwal,,,"S.Chand & Co. Ltd.,Ram Nagar,Delhi",,1990,,,,491.433,111,10,,,,08-03-1994
361,Golden Tales of India,,N.K. Aggarwal,,,"S.Chand & Co. Ltd.,Ram Nagar,Delhi",,1989,,,,491.433,95,10,,,,08-03-1994
362,Folk Tales of India,,N.K. Aggarwal,,,"S.Chand & Co. Ltd.,Ram Nagar,Delhi",,1984,,,,491.433,88,6,,,,08-03-1994
363,Mudra RAKSHASA,,Pratibha Nath,,,"S.Chand & Co. Ltd.,Ram Nagar,Delhi",,1986,,,,491.433,90,7.5,,,,08-03-1994
364,Raghu Vansha,,Pratibha Nath,,,"S.Chand & Co. Ltd.,Ram Nagar,Delhi",,1986,,,,491.433,114,7.5,,,,08-03-1994
365,Ramayana,,Pratibha Nath,,,"S.Chand & Co. Ltd.,Ram Nagar,Delhi",,1986,,,,491.433,137,7.5,,,,08-03-1994
366,Bhagavadgita,,Geeta Lal Sahai,,,"S.Chand & Co. Ltd.,Ram Nagar,Delhi",,1987,,,,491.433,96,10,,,,08-03-1994
367,Mahabharata,,Pratibha Nath,,,"S.Chand & Co. Ltd.,Ram Nagar,Delhi",,1986,,,,491.433,122,7.5,,,,08-03-1994
368,Kiratarjuna,,Pratibha Nath,,,"S.Chand & Co. Ltd.,Ram Nagar,Delhi",,1986,,,,491.433,90,7.5,,,,08-03-1994
369,Kumar Sambhava,,Pratibha Nath,,,"S.Chand & Co. Ltd.,Ram Nagar,Delhi",,1986,,,,491.433,98,7.5,,,,08-03-1994
370,Tales from Indian Epics,,N.K. Aggarwal,,,"S.Chand & Co. Ltd.,Ram Nagar,Delhi",,1990,,,,491.433,88,10,,,,08-03-1994
371,Tales from Indian Classics,,Rupa Gupta,,,"Hemkunt Press,Naraina,N.Delhi",,1992,,,,491.433,109,55,,,,08-03-1994
372,Stories from the Panchatantra,,Bani Roy Chaudhary,,,"Hemkunt Press,Naraina,N.Delhi",,1993,,,,491.433,56,50,,,,08-03-1994
373,Brenda helps Grandmother,,Marianne Helweg,,,"Burke Pub. Co. Ltd.,London",,1984,,,,491.433,25,10,,,,08-03-1994
374,The Lost and Found Ball,,Jerrold Berm,,,"Burke Pub. Co. Ltd.,London",,1977,,,,491.433,23,10,,,,08-03-1994
375,A Day with Brandy,,Ann Mari Falk,,,"Burke Pub. Co. Ltd.,London",,1972,,,,491.433,24,10,,,,08-03-1994
376,Patrick's Workshop,,Ulf Lofgren,,,"Burke Pub. Co. Ltd.,London",,1975,,,,491.433,23,10,,,,08-03-1994
377,Matthew and Eva at Mid Summer,,Ann Mari Falk,,,"Burke Pub. Co. Ltd.,London",,1976,,,,491.433,24,10,,,,08-03-1994
